day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_hol_0,state_hol_1,state_hol_2,state_hol_3,sales
5,979,1,1,0,1,0,0,0,8962.04939271255
4,1060,1,0,0,1,0,0,0,7849.09402241594
6,923,1,0,0,1,0,0,0,8021.107382550335
3,586,1,1,0,1,0,0,0,6413.790129372304
5,510,1,0,1,1,0,0,0,4971.949982752673
7,0,0,0,0,1,0,0,0,0.0
6,545,1,0,0,1,0,0,0,5452.131860299359
5,737,1,1,0,1,0,0,0,7414.5713199898655
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
6,705,1,0,0,1,0,0,0,6500.995071868583
4,395,1,0,0,1,0,0,0,4016.1594488188975
2,525,1,0,0,1,0,0,0,4840.990672884744
4,379,1,0,0,1,0,0,0,3824.7544006705784
1,715,1,1,0,1,0,0,0,8051.409337676439
5,481,1,1,1,1,0,0,0,5350.009765625
2,261,1,0,1,1,0,0,0,2810.976878612717
3,0,0,1,0,0,1,0,0,0.0
6,1004,1,0,0,1,0,0,0,8267.047908232118
2,818,1,1,0,1,0,0,0,8509.226804123711
5,1123,1,0,0,1,0,0,0,8837.681222707424
6,855,1,0,0,1,0,0,0,7701.688160088938
6,629,1,0,1,1,0,0,0,6089.990731863215
4,817,1,0,1,1,0,0,0,6757.840707964602
4,560,1,0,0,1,0,0,0,5072.019741564967
7,0,0,0,0,1,0,0,0,0.0
5,789,1,0,0,1,0,0,0,6744.2184829059825
5,552,1,0,0,1,0,0,0,5222.174103237096
1,887,1,1,0,1,0,0,0,9827.384245339748
1,404,1,1,1,1,0,0,0,5127.157480314961
5,969,1,1,1,1,0,0,0,8822.24535493092
5,1073,1,1,0,1,0,0,0,9698.59173126615
2,661,1,0,0,1,0,0,0,5680.417628541448
1,1259,1,1,0,1,0,0,0,12011.946308724831
1,681,1,1,0,1,0,0,0,7961.199488491048
1,748,1,1,0,1,0,0,0,8265.54906731549
3,1659,1,1,0,1,0,0,0,12907.019144144144
1,825,1,0,1,1,0,0,0,7529.817757009346
3,303,1,0,1,1,0,0,0,3168.5377855887523
1,1148,1,1,0,1,0,0,0,11306.660580021482
4,678,1,1,0,1,0,0,0,6823.023879500367
7,0,0,0,0,1,0,0,0,0.0
5,621,1,0,0,1,0,0,0,5645.993006993007
7,0,0,0,0,1,0,0,0,0.0
2,437,1,0,1,1,0,0,0,4302.787535410765
6,791,1,0,0,1,0,0,0,7052.422169811321
7,0,0,0,0,1,0,0,0,0.0
1,656,1,1,0,1,0,0,0,7558.199558985667
4,635,1,1,0,1,0,0,0,6474.423423423424
4,1153,1,0,0,1,0,0,0,8394.735354927636
3,1691,1,0,0,1,0,0,0,11243.997409326425
1,806,1,0,0,1,0,0,0,6320.272037361355
7,0,0,0,0,1,0,0,0,0.0
3,806,1,1,1,1,0,0,0,8004.339388145316
7,0,0,0,0,1,0,0,0,0.0
1,905,1,1,0,1,0,0,0,9827.384245339748
2,497,1,0,1,1,0,0,0,4603.439879154079
6,539,1,0,0,1,0,0,0,5261.591693290735
1,1825,1,1,1,1,0,0,0,14908.878787878788
6,1102,1,0,0,1,0,0,0,9170.234093637455
1,1067,1,1,0,1,0,0,0,10764.505555555555
1,1205,1,1,0,1,0,0,0,11762.37386569873
1,799,1,0,0,1,0,0,0,6320.272037361355
2,509,1,1,0,1,0,0,0,5930.218888888889
5,719,1,1,0,1,0,0,0,7085.268030862127
4,521,1,0,0,1,0,0,0,4691.07006071929
3,566,1,0,0,1,0,0,0,5072.019741564967
1,437,1,0,0,1,0,0,0,4302.787535410765
2,762,1,1,0,1,0,0,0,7839.781362007168
7,0,0,0,0,1,0,0,0,0.0
1,496,1,1,0,1,0,0,0,6021.690789473684
2,669,1,0,0,1,0,0,0,5680.417628541448
1,823,1,0,1,1,0,0,0,7055.723684210527
5,0,0,0,1,0,1,0,0,0.0
4,414,1,0,0,1,0,0,0,4137.462809917355
5,828,1,0,1,1,0,0,0,7102.482394366197
2,878,1,1,0,1,0,0,0,8662.169014084508
4,0,0,1,0,0,1,0,0,0.0
5,1375,1,1,0,1,0,0,0,11628.108367626886
1,367,1,0,0,1,0,0,0,3654.067415730337
1,1713,1,0,0,1,0,0,0,11791.247448979591
2,555,1,0,0,1,0,0,0,4944.736147757256
1,974,1,0,0,1,0,0,0,7507.31095890411
2,647,1,1,0,1,0,0,0,7094.018971848225
1,654,1,0,0,1,0,0,0,5538.52265625
2,731,1,1,0,1,0,0,0,7650.754653130288
1,474,1,0,0,1,0,0,0,4523.016152716593
1,988,1,1,0,1,0,0,0,10495.552746294681
2,439,1,0,1,1,0,0,0,4302.787535410765
2,244,1,0,1,1,0,0,0,2619.3542234332426
1,1177,1,1,0,1,0,0,0,11762.37386569873
7,0,0,0,0,1,0,0,0,0.0
2,353,1,0,1,1,0,0,0,3482.85838150289
5,586,1,0,1,1,0,0,0,5539.437130801688
3,430,1,1,0,1,0,0,0,4966.260135135135
2,1435,1,0,0,1,0,0,0,9908.237831858407
6,744,1,0,0,1,0,0,0,6824.5028571428575
5,1045,1,1,0,1,0,0,0,9359.699376947041
2,633,1,1,0,1,0,0,0,6798.128312412831
2,497,1,1,0,1,0,0,0,5748.026315789473
3,1187,1,1,0,1,0,0,0,10313.36797274276
6,688,1,0,0,1,0,0,0,6500.995071868583
3,586,1,1,0,1,0,0,0,6413.790129372304
6,267,1,0,0,1,0,0,0,2487.3035143769966
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
5,582,1,1,1,1,0,0,0,6042.1271105447595
3,1221,1,1,0,1,0,0,0,10576.84399375975
7,0,0,0,0,1,0,0,0,0.0
6,360,1,0,0,1,0,0,0,3372.32293986637
1,1149,1,1,0,1,0,0,0,11306.660580021482
6,217,1,0,0,1,0,0,0,1951.469387755102
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,493,1,0,0,1,0,0,0,4603.439879154079
6,670,1,0,0,1,0,0,0,6394.018451845184
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,505,1,0,0,1,0,0,0,4603.439879154079
1,971,1,1,0,1,0,0,0,10278.806324110672
2,1345,1,1,0,1,0,0,0,11813.376657824934
2,3294,1,1,0,1,0,0,0,18776.18051575931
1,1514,1,1,0,1,0,0,0,14010.319361277445
1,1493,1,1,0,1,0,0,0,14010.319361277445
1,1690,1,0,0,1,0,0,0,11243.997409326425
6,334,1,0,1,1,0,0,0,3146.8896551724138
4,279,1,0,0,1,0,0,0,2936.0777777777776
3,746,1,1,0,1,0,0,0,7414.5713199898655
7,0,0,0,0,1,0,0,0,0.0
4,576,1,0,0,1,0,0,0,5072.019741564967
2,842,1,0,1,1,0,0,0,6757.840707964602
2,687,1,0,0,1,0,0,0,5805.374263565892
2,762,1,1,0,1,0,0,0,7839.781362007168
6,457,1,0,0,1,0,0,0,4393.77794117647
1,750,1,0,0,1,0,0,0,6119.622191011236
7,0,0,0,0,1,0,0,0,0.0
1,990,1,1,0,1,0,0,0,10495.552746294681
7,0,0,0,0,1,0,0,0,0.0
1,2614,1,1,0,1,0,0,0,19413.795620437955
2,648,1,1,1,1,0,0,0,7094.018971848225
5,0,0,1,1,0,0,1,0,0.0
1,694,1,0,0,1,0,0,0,5805.374263565892
3,822,1,1,0,1,0,0,0,8235.41917211329
4,699,1,0,0,1,0,0,0,5933.963311382879
3,547,1,0,0,1,0,0,0,4944.736147757256
3,421,1,0,1,1,0,0,0,4047.9751308900522
7,0,0,0,0,1,0,0,0,0.0
1,914,1,1,0,1,0,0,0,9827.384245339748
2,995,1,0,0,1,0,0,0,7576.42880794702
7,1552,1,0,0,1,0,0,0,8650.389830508475
3,1035,1,1,0,1,0,0,0,9359.699376947041
4,937,1,1,0,1,0,0,0,8597.108353510896
1,523,1,0,0,1,0,0,0,4840.990672884744
5,405,1,1,0,1,0,0,0,4479.323188405797
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,0,0,0,1,0,1,0,0,0.0
6,2206,1,0,0,1,0,0,0,15367.336683417085
7,0,0,0,0,1,0,0,0,0.0
2,627,1,0,0,1,0,0,0,5456.4825026511135
2,2031,1,1,0,1,0,0,0,15952.087719298246
6,273,1,0,0,1,0,0,0,2523.0324324324324
5,0,0,1,1,0,0,1,0,0.0
2,1018,1,1,0,1,0,0,0,9388.006896551724
6,382,1,0,0,1,0,0,0,3582.193893129771
5,835,1,0,0,1,0,0,0,7346.38206954336
1,582,1,1,0,1,0,0,0,6909.185185185185
2,470,1,0,1,1,0,0,0,4433.312154696133
5,438,1,1,1,1,0,0,0,4814.9794721407625
7,0,0,0,0,1,0,0,0,0.0
6,727,1,0,0,1,0,0,0,6750.09394654088
7,0,0,0,0,1,0,0,0,0.0
2,454,1,1,1,1,0,0,0,5434.327586206897
4,0,0,1,0,0,1,0,0,0.0
4,389,1,0,0,1,0,0,0,3892.9155495978553
2,547,1,1,0,1,0,0,0,6255.412844036698
1,487,1,0,0,1,0,0,0,4680.334035827186
7,0,0,0,0,1,0,0,0,0.0
1,782,1,0,0,1,0,0,0,6320.272037361355
6,534,1,0,0,1,0,0,0,5261.591693290735
7,0,0,0,0,1,0,0,0,0.0
1,625,1,0,0,1,0,0,0,5456.4825026511135
2,607,1,0,1,1,0,0,0,5344.843225083987
2,2146,1,0,1,1,0,0,0,14598.494163424124
7,0,0,0,0,1,0,0,0,0.0
2,538,1,1,0,1,0,0,0,6255.412844036698
7,0,0,0,0,1,0,0,0,0.0
5,560,1,1,0,1,0,0,0,6042.1271105447595
2,1190,1,0,0,1,0,0,0,9014.18302387268
3,438,1,1,1,1,0,0,0,4966.260135135135
3,696,1,1,1,1,0,0,0,7058.356196414653
3,1516,1,1,0,1,0,0,0,12332.705996131528
1,603,1,0,0,1,0,0,0,5248.391816920943
1,935,1,1,0,1,0,0,0,10085.504827586206
1,973,1,1,0,1,0,0,0,10278.806324110672
4,839,1,1,0,1,0,0,0,8058.9481292517
4,417,1,1,0,1,0,0,0,4678.082266910421
1,1467,1,1,0,1,0,0,0,14010.319361277445
7,0,0,0,0,1,0,0,0,0.0
4,496,1,0,0,1,0,0,0,4603.439879154079
3,1249,1,1,1,1,0,0,0,10650.748948106591
4,701,1,0,0,1,0,0,0,5933.963311382879
4,451,1,0,1,1,0,0,0,4360.727244582044
6,810,1,0,0,1,0,0,0,7052.422169811321
4,358,1,0,1,1,0,0,0,3702.514143094842
4,596,1,1,0,1,0,0,0,6235.335553910683
5,1167,1,0,0,1,0,0,0,8837.681222707424
1,919,1,1,0,1,0,0,0,9827.384245339748
6,226,1,0,0,1,0,0,0,2051.308988764045
1,890,1,0,0,1,0,0,0,6951.38441890166
6,623,1,0,0,1,0,0,0,6089.990731863215
1,1594,1,1,1,1,0,0,0,14655.788856304986
4,491,1,1,0,1,0,0,0,5426.836538461538
5,1210,1,0,1,1,0,0,0,9014.18302387268
2,381,1,0,0,1,0,0,0,3824.7544006705784
2,515,1,1,0,1,0,0,0,5930.218888888889
2,458,1,0,0,1,0,0,0,4360.727244582044
2,363,1,0,0,1,0,0,0,3654.067415730337
5,560,1,0,0,1,0,0,0,5222.174103237096
7,0,0,0,0,1,0,0,0,0.0
1,764,1,1,0,1,0,0,0,8476.155069582504
4,780,1,1,0,1,0,0,0,7726.496010079798
1,678,1,1,0,1,0,0,0,7961.199488491048
1,1350,1,1,0,1,0,0,0,12802.706878306879
6,873,1,0,0,1,0,0,0,7701.688160088938
1,348,1,0,0,1,0,0,0,3583.7354910714284
3,512,1,0,0,1,0,0,0,4691.07006071929
5,638,1,0,1,1,0,0,0,5852.264111498258
3,612,1,0,1,1,0,0,0,5499.045148895293
7,0,0,0,0,1,0,0,0,0.0
2,1366,1,0,1,1,0,0,0,10160.356435643564
3,614,1,1,0,1,0,0,0,6413.790129372304
6,717,1,0,0,1,0,0,0,6750.09394654088
2,555,1,0,0,1,0,0,0,4944.736147757256
2,773,1,1,0,1,0,0,0,8038.724137931034
7,190,1,0,0,1,0,0,0,1700.6666666666667
1,0,0,0,0,0,1,0,0,0.0
2,351,1,1,1,1,0,0,0,4165.571428571428
4,504,1,1,0,1,0,0,0,5426.836538461538
6,342,1,0,0,1,0,0,0,3258.3040935672516
6,649,1,0,0,1,0,0,0,6394.018451845184
5,453,1,0,0,1,0,0,0,4523.0251121076235
1,870,1,1,0,1,0,0,0,9485.714143426294
5,807,1,0,0,1,0,0,0,6991.054325955734
3,689,1,1,0,1,0,0,0,7058.356196414653
6,428,1,0,0,1,0,0,0,4090.1260744985675
5,715,1,1,0,1,0,0,0,7085.268030862127
7,0,0,0,0,1,0,0,0,0.0
3,733,1,1,0,1,0,0,0,7414.5713199898655
5,0,0,0,1,0,1,0,0,0.0
5,540,1,1,1,1,0,0,0,5876.073184676959
4,0,0,1,0,0,1,0,0,0.0
2,547,1,1,0,1,0,0,0,6255.412844036698
6,549,1,0,0,1,0,0,0,5452.131860299359
3,432,1,0,0,1,0,0,0,4234.0
6,258,1,0,0,1,0,0,0,2407.4473684210525
1,898,1,0,1,1,0,0,0,7529.817757009346
1,3242,1,0,0,1,0,0,0,16552.175496688742
6,464,1,0,0,1,0,0,0,4532.85368956743
1,852,1,0,0,1,0,0,0,6951.38441890166
4,1741,1,1,0,1,0,0,0,13750.309297912714
7,0,0,0,0,1,0,0,0,0.0
3,624,1,0,0,1,0,0,0,5456.4825026511135
1,312,1,1,0,1,0,0,0,4087.5625
1,857,1,1,0,1,0,0,0,9411.830680173662
3,332,1,0,1,1,0,0,0,3304.231422505308
7,0,0,0,0,1,0,0,0,0.0
2,776,1,1,1,1,0,0,0,8038.724137931034
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,384,1,0,0,1,0,0,0,3820.6510067114095
1,818,1,1,0,1,0,0,0,9082.59776864357
7,0,0,0,0,1,0,0,0,0.0
2,818,1,0,1,1,0,0,0,6757.840707964602
2,662,1,1,1,1,0,0,0,7094.018971848225
1,739,1,0,0,1,0,0,0,6006.992889463478
7,0,0,0,0,1,0,0,0,0.0
5,811,1,0,0,1,0,0,0,7346.38206954336
3,1311,1,0,0,1,0,0,0,9239.763157894737
7,0,0,0,0,1,0,0,0,0.0
4,1108,1,0,0,1,0,0,0,8394.735354927636
4,2068,1,0,1,1,0,0,0,14598.494163424124
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,1079,1,0,1,1,0,0,0,9803.078125
2,1395,1,1,0,1,0,0,0,12192.930894308944
7,0,0,0,0,1,0,0,0,0.0
2,823,1,0,0,1,0,0,0,6558.377471264368
2,994,1,1,0,1,0,0,0,9388.006896551724
1,707,1,1,0,1,0,0,0,8051.409337676439
3,1132,1,1,0,1,0,0,0,9897.945957820739
1,720,1,0,0,1,0,0,0,6006.992889463478
3,1024,1,1,0,1,0,0,0,9359.699376947041
7,0,0,0,0,1,0,0,0,0.0
3,814,1,1,1,1,0,0,0,8235.41917211329
5,864,1,1,0,1,0,0,0,8058.9481292517
2,952,1,1,1,1,0,0,0,9170.389438943894
5,923,1,1,0,1,0,0,0,8597.108353510896
6,684,1,0,0,1,0,0,0,6500.995071868583
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,600,1,1,1,1,0,0,0,7156.923618090453
5,608,1,0,0,1,0,0,0,5645.993006993007
3,711,1,0,0,1,0,0,0,6102.541161455009
1,666,1,0,0,1,0,0,0,5680.417628541448
5,753,1,1,0,1,0,0,0,7564.41279620853
1,838,1,1,0,1,0,0,0,8902.784753363228
6,494,1,0,0,1,0,0,0,4864.155793573515
6,1194,1,0,0,1,0,0,0,9758.243515850145
1,834,1,1,0,1,0,0,0,9082.59776864357
7,0,0,0,0,1,0,0,0,0.0
4,758,1,1,0,1,0,0,0,7564.41279620853
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
5,673,1,1,0,1,0,0,0,6823.023879500367
7,0,0,0,0,1,0,0,0,0.0
2,941,1,1,0,1,0,0,0,9170.389438943894
6,475,1,0,0,1,0,0,0,4719.9421782178215
5,445,1,1,0,1,0,0,0,5035.243410852713
5,0,0,1,1,0,0,1,0,0.0
5,990,1,0,1,1,0,0,0,8267.047908232118
5,501,1,1,0,1,0,0,0,5426.836538461538
2,653,1,0,0,1,0,0,0,5538.52265625
7,0,0,0,0,1,0,0,0,0.0
1,568,1,1,0,1,0,0,0,6800.908203125
1,910,1,1,0,1,0,0,0,9827.384245339748
2,1262,1,0,0,1,0,0,0,9239.763157894737
6,577,1,0,0,1,0,0,0,5777.84505640345
2,240,1,1,0,1,0,0,0,2749.4736842105262
2,424,1,0,0,1,0,0,0,4186.532322426177
5,748,1,1,0,1,0,0,0,7414.5713199898655
3,963,1,0,0,1,0,0,0,7507.31095890411
2,905,1,1,1,1,0,0,0,8968.846675712348
6,711,1,0,0,1,0,0,0,6750.09394654088
7,0,0,0,0,1,0,0,0,0.0
6,523,1,0,0,1,0,0,0,5261.591693290735
1,762,1,1,0,1,0,0,0,8476.155069582504
1,2638,1,0,1,1,0,0,0,16928.504273504273
6,714,1,0,0,1,0,0,0,6750.09394654088
6,428,1,0,0,1,0,0,0,4090.1260744985675
7,0,0,0,0,1,0,0,0,0.0
1,1188,1,1,0,1,0,0,0,11762.37386569873
2,1058,1,1,0,1,0,0,0,9940.55845629966
3,1139,1,1,1,1,0,0,0,10117.18023255814
1,961,1,1,0,1,0,0,0,10278.806324110672
7,0,0,0,0,1,0,0,0,0.0
4,887,1,1,1,1,0,0,0,8303.093127287515
3,457,1,0,0,1,0,0,0,4360.727244582044
7,0,0,0,0,1,0,0,0,0.0
2,583,1,0,1,1,0,0,0,5166.616734932709
4,732,1,1,1,1,0,0,0,7414.5713199898655
3,751,1,0,0,1,0,0,0,6266.349088453748
4,498,1,0,0,1,0,0,0,4603.439879154079
4,639,1,1,0,1,0,0,0,6474.423423423424
3,704,1,1,0,1,0,0,0,7209.026639344263
4,1035,1,1,1,1,0,0,0,9359.699376947041
3,526,1,0,1,1,0,0,0,4791.989032901296
5,587,1,0,1,1,0,0,0,5539.437130801688
6,614,1,0,0,1,0,0,0,6089.990731863215
7,0,0,0,0,1,0,0,0,0.0
2,775,1,1,0,1,0,0,0,8038.724137931034
6,2088,1,0,0,1,0,0,0,15367.336683417085
7,0,0,0,0,1,0,0,0,0.0
6,605,1,0,0,1,0,0,0,5777.84505640345
4,389,1,1,0,1,0,0,0,4479.323188405797
7,0,0,0,0,1,0,0,0,0.0
5,360,1,0,0,1,0,0,0,3702.514143094842
7,0,0,0,0,1,0,0,0,0.0
3,539,1,0,0,1,0,0,0,4840.990672884744
3,2913,1,1,0,1,0,0,0,18212.043103448275
6,560,1,0,1,1,0,0,0,5600.27261761158
2,344,1,0,1,1,0,0,0,3459.6901041666665
7,0,0,0,0,1,0,0,0,0.0
4,688,1,0,0,1,0,0,0,5933.963311382879
7,0,0,0,0,1,0,0,0,0.0
1,521,1,0,0,1,0,0,0,4785.342592592592
4,566,1,1,0,1,0,0,0,6042.1271105447595
4,802,1,1,1,1,0,0,0,7811.268158976702
4,430,1,0,0,1,0,0,0,4316.991014120667
4,0,0,1,1,0,1,0,0,0.0
3,446,1,1,0,1,0,0,0,5192.815620998719
1,495,1,0,0,1,0,0,0,4680.334035827186
2,723,1,0,0,1,0,0,0,6006.992889463478
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,798,1,0,0,1,0,0,0,6450.335990190068
7,0,0,0,0,1,0,0,0,0.0
5,816,1,0,0,1,0,0,0,7346.38206954336
3,468,1,1,0,1,0,0,0,5329.112068965517
3,282,1,0,0,1,0,0,0,3048.065306122449
3,945,1,1,0,1,0,0,0,8597.108353510896
7,0,0,0,0,1,0,0,0,0.0
3,292,1,0,0,1,0,0,0,3124.625
2,539,1,0,1,1,0,0,0,4791.989032901296
3,559,1,1,1,1,0,0,0,6166.070807453416
5,724,1,0,0,1,0,0,0,6480.836948915326
5,1554,1,0,0,1,0,0,0,10930.890552995392
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,605,1,1,0,1,0,0,0,7156.923618090453
2,1126,1,1,0,1,0,0,0,10562.072538860104
6,830,1,0,0,1,0,0,0,7346.38206954336
7,0,0,0,0,1,0,0,0,0.0
1,698,1,0,0,1,0,0,0,5805.374263565892
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,474,1,0,0,1,0,0,0,4433.312154696133
4,1472,1,1,0,1,0,0,0,12388.00552486188
5,1199,1,0,1,1,0,0,0,9014.18302387268
6,619,1,0,0,1,0,0,0,6089.990731863215
5,705,1,0,0,1,0,0,0,6363.0074349442375
1,565,1,0,0,1,0,0,0,5072.019741564967
6,939,1,0,0,1,0,0,0,8182.064814814815
3,721,1,1,0,1,0,0,0,7209.026639344263
6,776,1,0,0,1,0,0,0,7052.422169811321
6,614,1,0,0,1,0,0,0,6089.990731863215
4,501,1,0,0,1,0,0,0,4603.439879154079
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,766,1,0,1,1,0,0,0,6205.934156378601
1,831,1,0,0,1,0,0,0,6707.170076726343
5,475,1,0,1,1,0,0,0,4816.243827160494
6,431,1,0,1,1,0,0,0,4243.856382978724
6,545,1,0,0,1,0,0,0,5452.131860299359
3,506,1,0,0,1,0,0,0,4603.439879154079
3,344,1,1,0,1,0,0,0,3954.283582089552
3,533,1,0,0,1,0,0,0,4840.990672884744
7,0,0,0,0,1,0,0,0,0.0
5,485,1,0,0,1,0,0,0,4719.9421782178215
5,682,1,1,0,1,0,0,0,6823.023879500367
1,669,1,1,1,1,0,0,0,7715.848126232741
4,702,1,0,0,1,0,0,0,5933.963311382879
4,759,1,1,0,1,0,0,0,7564.41279620853
4,562,1,0,0,1,0,0,0,5072.019741564967
1,480,1,0,1,1,0,0,0,4670.284653465346
1,1566,1,0,0,1,0,0,0,10324.734042553191
6,781,1,0,0,1,0,0,0,7052.422169811321
7,0,0,0,0,1,0,0,0,0.0
2,1011,1,1,0,1,0,0,0,9388.006896551724
4,463,1,1,0,1,0,0,0,5035.243410852713
3,580,1,0,0,1,0,0,0,5166.616734932709
7,0,0,0,0,1,0,0,0,0.0
6,432,1,0,0,1,0,0,0,4243.856382978724
6,473,1,0,0,1,0,0,0,4719.9421782178215
2,445,1,0,1,1,0,0,0,4302.787535410765
5,588,1,0,1,1,0,0,0,5539.437130801688
3,432,1,1,0,1,0,0,0,4966.260135135135
6,513,1,0,0,1,0,0,0,4971.949982752673
7,0,0,0,0,1,0,0,0,0.0
2,635,1,0,1,1,0,0,0,5499.045148895293
3,414,1,1,1,1,0,0,0,4735.957894736842
4,879,1,1,0,1,0,0,0,8303.093127287515
3,1670,1,1,0,1,0,0,0,12907.019144144144
7,0,0,0,0,1,0,0,0,0.0
1,627,1,1,0,1,0,0,0,7322.666666666667
2,298,1,0,1,1,0,0,0,3038.3802816901407
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,500,1,0,0,1,0,0,0,4603.439879154079
3,526,1,0,0,1,0,0,0,4840.990672884744
4,1134,1,1,0,1,0,0,0,9897.945957820739
6,473,1,0,0,1,0,0,0,4719.9421782178215
3,1685,1,0,0,1,0,0,0,11243.997409326425
3,610,1,1,0,1,0,0,0,6413.790129372304
4,390,1,1,1,1,0,0,0,4479.323188405797
2,897,1,1,0,1,0,0,0,8968.846675712348
5,668,1,1,0,1,0,0,0,6693.42872687704
4,609,1,0,0,1,0,0,0,5364.717372881356
6,535,1,0,0,1,0,0,0,5261.591693290735
4,677,1,0,0,1,0,0,0,5933.963311382879
4,0,0,1,1,0,1,0,0,0.0
4,597,1,1,0,1,0,0,0,6235.335553910683
4,718,1,1,0,1,0,0,0,7085.268030862127
4,780,1,1,1,1,0,0,0,7726.496010079798
5,551,1,1,0,1,0,0,0,5876.073184676959
6,566,1,0,0,1,0,0,0,5600.27261761158
4,725,1,1,1,1,0,0,0,7085.268030862127
1,0,0,0,1,0,0,1,0,0.0
2,607,1,1,0,1,0,0,0,6640.551260504201
1,504,1,0,1,1,0,0,0,4680.334035827186
7,161,1,0,0,1,0,0,0,1419.2941176470588
6,815,1,0,0,1,0,0,0,7346.38206954336
6,558,1,0,0,1,0,0,0,5452.131860299359
3,1290,1,1,0,1,0,0,0,10935.489583333334
3,852,1,1,0,1,0,0,0,8235.41917211329
6,555,1,0,0,1,0,0,0,5452.131860299359
4,581,1,1,0,1,0,0,0,6042.1271105447595
5,1117,1,0,1,1,0,0,0,8542.740099009901
1,856,1,1,0,1,0,0,0,9411.830680173662
2,1209,1,0,0,1,0,0,0,9014.18302387268
3,0,0,1,0,0,1,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,486,1,0,0,1,0,0,0,4670.284653465346
4,508,1,0,0,1,0,0,0,4603.439879154079
2,1026,1,1,0,1,0,0,0,9675.212030075189
1,622,1,0,0,1,0,0,0,5364.717372881356
6,1271,1,0,0,1,0,0,0,9987.909346451159
7,0,0,0,0,1,0,0,0,0.0
1,1032,1,1,0,1,0,0,0,10705.333333333334
1,0,0,0,1,0,1,0,0,0.0
4,962,1,1,0,1,0,0,0,8822.24535493092
5,722,1,1,1,1,0,0,0,7085.268030862127
6,640,1,0,0,1,0,0,0,6089.990731863215
6,783,1,0,0,1,0,0,0,7052.422169811321
3,664,1,0,1,1,0,0,0,5739.129317980513
6,301,1,0,0,1,0,0,0,2834.8985507246375
1,560,1,1,0,1,0,0,0,6800.908203125
7,0,0,0,0,1,0,0,0,0.0
4,464,1,1,0,1,0,0,0,5241.558198810535
1,562,1,1,1,1,0,0,0,6800.908203125
5,771,1,0,0,1,0,0,0,6744.2184829059825
2,475,1,0,0,1,0,0,0,4433.312154696133
3,490,1,0,1,1,0,0,0,4603.439879154079
1,640,1,1,0,1,0,0,0,7558.199558985667
6,1203,1,0,0,1,0,0,0,9758.243515850145
6,203,1,0,0,1,0,0,0,1808.8711340206185
1,708,1,1,1,1,0,0,0,8143.700787401574
5,627,1,0,0,1,0,0,0,5852.264111498258
4,840,1,1,0,1,0,0,0,8058.9481292517
2,1386,1,1,0,1,0,0,0,12192.930894308944
2,806,1,1,0,1,0,0,0,8295.130072840791
3,487,1,0,0,1,0,0,0,4603.439879154079
7,0,0,0,0,1,0,0,0,0.0
6,394,1,0,0,1,0,0,0,3715.692082111437
6,389,1,0,0,1,0,0,0,3677.5212922173273
3,856,1,1,0,1,0,0,0,8235.41917211329
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,1231,1,1,0,1,0,0,0,11187.59872611465
4,319,1,0,0,1,0,0,0,3352.6308724832215
5,526,1,0,0,1,0,0,0,5013.0
1,657,1,1,0,1,0,0,0,7558.199558985667
1,1420,1,0,0,1,0,0,0,9908.237831858407
7,0,0,0,0,1,0,0,0,0.0
3,1205,1,1,0,1,0,0,0,10313.36797274276
5,1091,1,1,0,1,0,0,0,9698.59173126615
3,850,1,1,1,1,0,0,0,8235.41917211329
1,910,1,1,1,1,0,0,0,9827.384245339748
5,872,1,0,0,1,0,0,0,7387.374053030303
3,920,1,1,1,1,0,0,0,8597.108353510896
3,472,1,1,0,1,0,0,0,5467.558558558559
3,499,1,1,1,1,0,0,0,5597.53734939759
4,499,1,1,0,1,0,0,0,5426.836538461538
1,1078,1,1,0,1,0,0,0,11154.968232044199
2,0,0,0,1,0,1,0,0,0.0
